text,score,match_type,team,label
"Ireland have truly shown that they are the best associate nation in this World Cup. They have ended the tournament on a high as they chased down a target of 300 plus in this tournament for the second time with six wickets to spare. The platform was set by Stirling and Porterfield who shared a record 177 run opening stand. Porterfield got an early reprieve when Raja dropped him on 1. Stirling scored boundaries at will as he blazed away to his century. However, the Netherlands came right back with the quick dismissals of Porterfield and Stirling. Niall O Brien came in and held the innings together, building crucial partnerships with Joyce and Wilson. It was a disappointing effort in the field from the Dutch and they go home without a single win.",Ireland won by 6 wkts,ODI,IRE NED,2
"The Aussie openers were ruthless, devastating and absolutely flawless as it rained runs at the Chinnaswamy Stadium. They started off slowly, but once they got their eye in, they took on the Canadian spinners and dispatched the ball to every possible corner. There were a couple of half chances that didn't go Canada's way and the duo made the most their hitting abilities. There was a race on who would get to his hundred first, but Haddin fell 12 runs short and he was dismissed at the fag end of the innings. Watson wanted to get to his hundred with a six and threw away his wicket. Ponting's misery continued as he failed to middle the ball yet again.",Australia won by 7 wkts,ODI,AUS CA,2
"A strange little match which never rose above the levels of mediocrity finally ends. Sri Lanka huffed and puffed their way to 236, not showing any intent even during the slog overs. Chandimal was the star with a fine 92. The chase was methodical as each and every batsman made handy contributions. JPD and Amla made fifties to anchor a good chase. The visitors have all the work to do ahead of the next 3 matches with the hosts sitting pretty at 2-0",South Africa won by 5 wkts,ODI,SL SA,3
"A convincing win in the end for Pakistan, but it was not without nerves. It took that man, Afridi, to come out and get his team past the winning mark. Misbah was ice cool until the end. Mohsin Khan will be worried with the way the chase went about. They will be happy with the win though. They go 1-0 up with two games to go. Another poor effort from the Bangladeshi batsmen. The lack of application has been their undoing all these years and it continues to haunt them. The bowlers did well to make a match in the end, but you cannot expect them to win matches from near impossible situations.",Pakistan won by 5 wkts,ODI,PK BAN,3
"The match was decided after just 10 overs of the chase when Bangladesh were reduced to 19/4. Shakib Al Hasan played a patient innings of 34, but it was the 20 year old Nasir who will take all the plaudits for scoring his first ODI ton. He became just the 2nd Bangladesh player to score a 100 against Pakistan, the 1st one being Shakib Al Hasan. Pakistan seemed to take it easy towards the end but all credit to the youngster for his fab effort. This is their 21st straight win against the hosts and they take the series 2-0.",Pakistan won by 76 runs,ODI,PK BAN,3
"A clinical performance from Pakistan today and their domination against the Lankans continues. After electing to bat, the Lankans got off to a poor start as the Pakistani seamers bowled a tight line and didn't give anything away. But the introduction of spinners triggered the collapse and they never came back after they lost wickets at regular intervals. Only Chandimal played steadily, but got out at a crucial time and the rest of the tail couldn't manage to get going. It was an easy chase for Pakistan and they did it in style with Farhat and Younis notching up their fifties and seeing them through",Pakistan won by 8 wkts,ODI,PK SL,3
"It was the Malinga and Perera show. They started brilliantly and removed the top order in the space of 4 overs. Umar Akmal then held the innings together with the help of crucial partnerships with Misbah and Sarfraz Ahmed. But the Lankans bounced back to take the wickets of Akmal and Ahmed in successive balls and not even a late order blitz from Afridi could take them to victory. Malinga and Perera were the stars of the show picking up 5 wickets for 76 runs in 18 overs between them. The spinners were ineffective, but the Pakistani middle order could not score as quickly as they would have liked against them. Umar Akmal would be heartbroken, as it was an innings of true class and maturity after a tentative start.",Sri Lanka won by 25 runs,ODI,PK SL,3
"124 was never going to be a problem for New Zealand. Certainly not with an opener named Brendon McCullum. He was lucky to survive an LBW appeal early on but never looked back since then. 6 sixes and 5 fours flew from his bat as he absolutely mauled Zimbabwe's bowlers. Guptill gave him good company and hit a few huge shots himself. Zimbabwe would want to forget this game soon, they were completely outplayed in all departments",New Zealand won by 10 wkts,T20,ZM NZ,3
"A terrific performance from New Zealand has helped them clinch the 2-match series 2-0 in the end. Batting first they amassed a huge total, courtesy twin fifties from Brendon and Guptill. It was always going to be a tough chase for Zim, but they showed some heart with Chigu and Chibhabha taking on the attack with some big blows. But the wicket of Chibhabha in the 14th over sparked the collapse and they ended up losing 4 wickets in 4 balls to hand the Kiwis a comfortable win in the end",New Zealand won by 34 runs (D/L method),T20,ZM NZ,3
"A Clinical performance from the Kiwis has helped them extend their domination over Zim. Their bowlers got them off to a great start by reducing Zim to 21/4, but Taylor and Futizwa played sensibly to bail them out of trouble and post a decent total. Chasing a modest total of 232, NZ got off to an aggressive start, with Nicol promoted ahead of Brendon to open the innings hitting his ton on debut and in the process becoming only the 7th batsmen in ODIs to do so. Guptill also played his part and in the end New Zealand cruised to victory.",New Zealand won by 9 wkts,ODI,ZM NZ,3
New Zealand have won the series with ease. Brendan Taylor must be wondering what more he should do to inspire his men. He got another fantastic ton under pressure today and Zimbabwe posted a good score in the must win game. The bowlers were a huge let down once more. Martin Guptill is cashing in on his good form and got his second ODI ton as the Kiwis cruised in the chase. The untested middle order faltered towards the end but McCullum and Guptill had done enough by then to ensure the win,New Zealand won by 4 wkts,ODI,ZM NZ,3
"India have outplayed England in all departments. This might be the headline in most of the news forums tomorrow morning. Given the performance in England, few would have imagined that, but India have shown why they are a Champion side, at least when it comes to ODIs. After a iffy start, Kohli and Raina consolidated well with Dhoni and Jadeja giving the fireworks to set up a good total. The English batsmen were ticking the scoreboard well initially, but once Cook got out, the other batsmen followed him to the hut almost like ducklings follow the mother duck. They lost the last 8 wickets for 63 runs. The spin duo of Ashwin and Jadeja were the wreckers-in-chief as they bamboozled the batsmen with turn and flight. The other bowlers looked good in patches and with this win, fans will expect a lot as far as the other matches are concerned.",India won by 126 runs,ODI,IND ENG,3
